timestamp,voltage_initial_mv,voltage_distorted_mv
0.239584,4970.674486803519,4965.786901270772
0.240488,4956.011730205279,4960.8993157380255
0.540104,4970.674486803519,4965.786901270772
0.541008,4965.786901270772,4975.562072336266
0.541912,4960.8993157380255,4965.786901270772
0.542816,4965.786901270772,4970.674486803519
0.54372,4956.011730205279,4956.011730205279
0.544624,4980.449657869012,4956.011730205279
0.545528,4960.8993157380255,4956.011730205279
0.546432,43.98826979472141,39.100684261974585
0.541008,4965.786901270772,4975.562072336266
0.541912,4960.8993157380255,4965.786901270772
0.542816,4965.786901270772,4970.674486803519
0.54372,4956.011730205279,4956.011730205279
0.544624,4980.449657869012,4956.011730205279
0.545528,4960.8993157380255,4956.011730205279
0.546432,43.98826979472141,39.100684261974585
0.54708,29.32551319648094,48.87585532746823
0.547768,43.98826979472141,39.100684261974585
0.548416,43.98826979472141,39.100684261974585
0.549056,48.87585532746823,43.98826979472141
0.549744,48.87585532746823,48.87585532746823
0.55048,43.98826979472141,39.100684261974585
0.55112,43.98826979472141,48.87585532746823
0.551808,34.21309872922776,53.76344086021506
0.552496,39.100684261974585,48.87585532746823
0.553184,48.87585532746823,39.100684261974585
0.553872,48.87585532746823,34.21309872922776
0.55456,34.21309872922776,43.98826979472141
0.5552,48.87585532746823,43.98826979472141
0.555888,39.100684261974585,48.87585532746823
0.556576,4965.786901270772,4960.8993157380255
0.557488,4970.674486803519,4965.786901270772
0.558392,4965.786901270772,4965.786901270772
0.559296,4970.674486803519,4956.011730205279
0.5602,4951.124144672532,4951.124144672532
0.561104,4970.674486803519,4960.8993157380255
0.562008,4960.8993157380255,4951.124144672532
0.562912,4970.674486803519,4970.674486803519
0.563824,4965.786901270772,4956.011730205279
0.564728,4970.674486803519,4951.124144672532
0.565632,4970.674486803519,4965.786901270772
0.566536,43.98826979472141,34.21309872922776
0.567176,53.76344086021506,43.98826979472141
0.567864,58.65102639296188,39.100684261974585
0.568552,39.100684261974585,34.21309872922776
0.569192,53.76344086021506,48.87585532746823
0.569928,39.100684261974585,39.100684261974585
0.570568,43.98826979472141,39.100684261974585
0.571208,43.98826979472141,58.65102639296188
0.571896,43.98826979472141,43.98826979472141
0.572536,48.87585532746823,43.98826979472141
0.573224,48.87585532746823,53.76344086021506
0.57396,43.98826979472141,39.100684261974585
0.5746,48.87585532746823,43.98826979472141
0.575288,48.87585532746823,53.76344086021506
0.576024,39.100684261974585,53.76344086021506
0.576704,4965.786901270772,4965.786901270772
0.577608,4960.8993157380255,4965.786901270772
0.578512,4951.124144672532,4965.786901270772
0.579416,4960.8993157380255,4956.011730205279
0.58032,4965.786901270772,4965.786901270772
0.581224,4951.124144672532,4951.124144672532
0.582128,4960.8993157380255,4970.674486803519
0.583032,4960.8993157380255,4975.562072336266
0.583944,4951.124144672532,4960.8993157380255
0.584848,4965.786901270772,4956.011730205279
0.585752,4956.011730205279,4965.786901270772
0.586656,48.87585532746823,39.100684261974585
0.587344,48.87585532746823,53.76344086021506
0.58808,34.21309872922776,53.76344086021506
0.588768,43.98826979472141,43.98826979472141
0.589416,58.65102639296188,39.100684261974585
0.590104,48.87585532746823,48.87585532746823
0.590832,39.100684261974585,39.100684261974585
0.59148,39.100684261974585,39.100684261974585
0.592128,48.87585532746823,58.65102639296188
0.592856,43.98826979472141,58.65102639296188
0.593544,43.98826979472141,53.76344086021506
0.594232,48.87585532746823,58.65102639296188
0.59496,53.76344086021506,34.21309872922776
0.595648,53.76344086021506,43.98826979472141
0.596336,4965.786901270772,4975.562072336266
0.59724,4956.011730205279,4965.786901270772
0.598144,4965.786901270772,4970.674486803519
0.599048,4985.337243401759,4956.011730205279
0.599952,4960.8993157380255,4975.562072336266
0.600864,4965.786901270772,4975.562072336266
